airport_code,airport_name,city,country,country_code,latitude,longitude,timezone,is_major_airport
LNU,Robert Atty Bessing,Malinau,ID,ID,3.575256, 116.619769,AS,False
BEJ,Kalimarau Airport,Tanjung Redeb - Borneo Island,ID,ID,2.14776, 117.430705,AS,False
MLG,Abdul Rachman Saleh Airport,Malang,ID,ID,-7.929099, 112.714233,AS,False
CPF,Ngloram Airport,Blora,ID,ID,-7.195522, 111.545287,AS,False
JBB,Notohadinegoro Airport,Jember,ID,ID,-8.242494, 113.693476,AS,False
JOG,Adisutjipto International Airport,Yogyakarta,ID,ID,-7.78818, 110.431999,AS,False
SOC,Adisumarmo Airport,Surakarta,ID,ID,-7.516044, 110.757492,AS,False
SUB,Juanda International Airport,Surabaya,ID,ID,-7.37983, 112.787003,AS,False
SRG,Jenderal Ahmad Yani Airport,Semarang,ID,ID,-6.970732, 110.373244,AS,False
SUP,Trunojoyo Airport,Sumenep,ID,ID,-7.022391, 113.887699,AS,False
BXW,Harun Thohir Airport,Bawean,ID,ID,-5.723628, 112.678889,AS,False
AYW,Ayawasi Airport,Ayawasi,ID,ID,-1.159779, 132.464082,AS,False
NTI,Stenkol Airport,Bintuni,ID,ID,-2.102572, 133.515981,AS,False
RSK,Abresso Airport,Ransiki-Papua Island,ID,ID,-1.496667, 134.1925,AS,False
KEQ,Kebar Airport,Kebar,ID,ID,-0.810418, 133.054937,AS,False
FKQ,Fakfak Airport,Fakfak,ID,ID,-2.920508, 132.267011,AS,False
INX,Inanwatan Airport,Inanwatan,ID,ID,-2.127447, 132.160056,AS,False
KNG,Utarom Airport,Kaimana,ID,ID,-3.6446, 133.695116,AS,False
RDE,Merdey Airport,Merdei-Papua Island,ID,ID,-1.591154, 133.295867,AS,False
RJM,Marinda Airport,Waisai,ID,ID,-0.423056, 130.773333,AS,False
BXB,Babo Airport,Babo,ID,ID,-2.53224, 133.438995,AS,False
MKW,Rendani Airport,Manokwari,ID,ID,-0.891833, 134.048996,AS,False
SOQ,Domine Eduard Osok Airport,Sorong,ID,ID,-0.894, 131.287,AS,False
TXM,Teminabuan Airport,Atinjoe,ID,ID,-1.44545, 132.021139,AS,False
KBX,Kambuaya Airport,Kambuaya-Papua Island,ID,ID,-1.316815, 132.286987,AS,False
WSR,Wasior Airport,Wasior,ID,ID,-2.720434, 134.505902,AS,False
ABU,AA Bere Tallo (Haliwen) Airport,Atambua,ID,ID,-9.074841, 124.903285,AS,False
BJW,Bajawa Soa (Turelelo) Airport,"Soa, Ngada",ID,ID,-8.70777, 121.058243,AS,False
MOF,Frans Xavier Seda Airport,Waioti,ID,ID,-8.639514, 122.238135,AS,False
ENE,H. Hasan Aroeboesman (Ende) Airport,Ende,ID,ID,-8.849114, 121.66101,AS,False
RTG,Frans Sales Lega Airport,"Satar Tacik, Manggarai",ID,ID,-8.596171, 120.478177,AS,False
LKA,Larantuka Gewayentana Airport,Tiwatobi,ID,ID,-8.274424, 123.002,AS,False
ARD,Alor Island - Mali Airport,Kabola,ID,ID,-8.13234, 124.597,AS,False
LBJ,Komodo Airport,"Labuan Bajo, Manggarai Barat",ID,ID,-8.480694, 119.888306,AS,False
RTI,David Constantijn Saudale Airport,Ba'a - Rote Island,ID,ID,-10.765834, 123.076046,AS,False
SAU,Sabu-Tardanu Airport,Sabu-Sawu Island,ID,ID,-10.4924, 121.8482,AS,False
KOE,El Tari Airport,Kupang,ID,ID,-10.1716, 123.670998,AS,False
LWE,Wonopito Airport,Lewoleba,ID,ID,-8.361805, 123.438554,AS,False
WMX,Wamena Airport,Wamena,ID,ID,-4.097324, 138.952417,AS,False
BUW,Betoambari Airport,Bau Bau,ID,ID,-5.486037, 122.569823,AS,False
WNI,Matahora Airport,Wangi-wangi Island,ID,ID,-5.292123, 123.636233,AS,False
KSR,Selayar - Haji Aroeppala Airport,Benteng,ID,ID,-6.17921, 120.437479,AS,False
APD,Arung Palakka Airport,Bone,ID,ID,-4.459582, 120.310436,AS,False
KXB,Sangia Nibandera Airport,Kolaka,ID,ID,-4.338158, 121.524047,AS,False
RAQ,Sugimanuru Airport,Raha,ID,ID,-4.763298, 122.566352,AS,False
SQR,Soroako Airport,Soroako,ID,ID,-2.530582, 121.356096,AS,False
TTR,Pongtiku Airport,Makale,ID,ID,-3.04474, 119.821999,AS,False
KDI,Haluoleo Airport,Kendari,ID,ID,-4.08161, 122.417999,AS,False
WBB,Stebbins Airport,Stebbins,US,US,63.515999, -162.278,,False
BTU,Bintulu Airport,Bintulu,MY,MY,3.12385010719, 113.019996643,AS,False
BLG,Belaga Airport,Belaga,MY,MY,2.652143, 113.767043,AS,False
LSM,Long Semado Airport,Long Semado,MY,MY,4.21700000763, 115.599998474,AS,False
LGL,Long Lellang Airport,Long Datih,MY,MY,3.4210000038099997, 115.153999329,AS,False
KCH,Kuching International Airport,Kuching,MY,MY,1.487364, 110.352859,AS,False
ODN,Long Seridan Airport,Long Seridan,MY,MY,3.976087, 115.067303,AS,False
LMN,Limbang Airport,Limbang,MY,MY,4.808300018310547, 115.01000213623047,AS,False
MKM,Mukah Airport,Mukah,MY,MY,2.881944, 112.043333,AS,False
LKH,Long Akah Airport,Long Akah,MY,MY,3.310909, 114.785553,AS,False
MUR,Marudi Airport,Marudi,MY,MY,4.178734, 114.330318,AS,False
BSE,Sematan Airport,Sematan,MY,MY,1.812678, 109.765391,AS,False
KPI,Kapit Airport,Kapit,MY,MY,2.01052374505, 112.931468248,AS,False
BKM,Bakalalan Airport,Bakalalan,MY,MY,3.974, 115.617996,AS,False
MYY,Miri Airport,Miri,MY,MY,4.32201, 113.987,AS,False
SBW,Sibu Airport,Sibu,MY,MY,2.2616, 111.985001,AS,False
LSU,Long Sukang Airport,Long Sukang,MY,MY,4.55222, 115.494003,AS,False
LWY,Lawas Airport,Lawas,MY,MY,4.84917, 115.407997,AS,False
BBN,Bario Airport,Bario,MY,MY,3.734648, 115.478548,AS,False
SMM,Semporna Airport,Semporna,MY,MY,4.454596, 118.595023,AS,False
LDU,Lahad Datu Airport,Lahad Datu,MY,MY,5.03241, 118.32376,AS,False
TEL,Telupid Airport,Telupid,MY,MY,5.62861, 117.125999,AS,False
KGU,Keningau Airport,Keningau,MY,MY,5.355487, 116.164884,AS,False
SXS,Sahabat [Sahabat 16] Airport,Sahabat,MY,MY,5.087779998779297, 119.09400177001953,AS,False
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY,MY,5.932743, 116.049324,AS,False
LBU,Labuan Airport,Labuan,MY,MY,5.301667, 115.248333,AS,False
TMG,Tomanggong Airport,Tomanggong,MY,MY,5.40257, 118.65763,AS,False
GSA,Long Pasia Airport,Long Miau,MY,MY,4.409756, 115.724473,AS,False
SPE,Sepulot Airport,Sepulot,MY,MY,4.732999801635742, 116.46700286865234,AS,False
PAY,Pamol Airport,Pamol,MY,MY,5.996571, 117.404795,AS,False
RNU,Ranau Airport,Ranau,MY,MY,5.957793, 116.680191,AS,False
SDK,Sandakan Airport,Sandakan,MY,MY,5.900899887084961, 118.05899810791016,AS,False
KUD,Kudat Airport,Kudat,MY,MY,6.924111, 116.837068,AS,False
TWU,Tawau Airport,Tawau,MY,MY,4.31338, 118.12152,AS,False
MZV,Mulu Airport,Mulu,MY,MY,4.048329830169678, 114.80500030517578,AS,False
BWN,Brunei International Airport,Bandar Seri Begawan,BN,BN,4.9442, 114.928001,AS,False
TGC,Tanjung Manis Airport,Belawai,MY,MY,2.17784, 111.202003,AS,False
WDA,"Al Ain Airport Ain District, Shabwah Governorate, Yemen",Ain District,YE,YE,14.859579, 45.545705,AS,False
WED,Wedau Airport,Wedau,PG,PG,-10.0954, 150.0826,OC,False
WHL,Welshpool Airport,Welshpool,AU,AU,-38.682382, 146.445331,OC,False
PKU,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Pekanbaru,ID,ID,0.458647, 101.444321,AS,False
DUM,Pinang Kampai Airport,Dumai,ID,ID,1.609026, 101.433493,AS,False
RGT,Japura Airport,Rengat-Sumatra Island,ID,ID,-0.352808, 102.334999,AS,False
SEQ,Sungai Pakning Bengkalis Airport,Bengkalis-Sumatra Island,ID,ID,1.37, 102.139999,AS,False
TJB,Raja Haji Abdullah Airport,Tanjung Balai-Karinmunbesar Island,ID,ID,1.05287, 103.391517,AS,False
KJT,Kertajati International Airport,Kertajati,ID,ID,-6.647384, 108.165561,AS,False
RTO,Budiarto Airport,Tangerang-Java Island,ID,ID,-6.293171, 106.57,AS,False
BDO,Husein Sastranegara International Airport,Bandung,ID,ID,-6.90063, 107.575996,AS,False
CBN,Cakrabhuwana  Airport,Cirebon-Java Island,ID,ID,-6.757, 108.538849,AS,False
TSY,Cibeureum Airport,Tasikmalaya-Java Island,ID,ID,-7.3466, 108.246002,AS,False
CJN,Nusawiru Airport,Cijulang,ID,ID,-7.719895, 108.488995,AS,False
TBX,Tambelan Airport,Tambelan,ID,ID,0.979922, 107.564658,AS,False
BTH,Hang Nadim International Airport,Batam,ID,ID,1.12103, 104.119003,AS,False
PPR,Tuanku Tambusai Airport,Pasir Pengarayan,ID,ID,0.845431, 100.370154,AS,False
LMU,Letung Airport,Bukit Padi,ID,ID,2.96447, 105.75484,AS,False
MWK,Matak Airport,Palmatak,ID,ID,3.34812, 106.258003,AS,False
TNJ,Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,ID,ID,0.92397, 104.53341,AS,False
SIQ,Dabo Airport,Pasirkuning-Singkep Island,ID,ID,-0.479611, 104.579498,AS,False
MPC,Muko Muko Airport,Muko Muko,ID,ID,-2.541058, 101.087651,AS,False
HLP,Halim Perdanakusuma International Airport,Jakarta,ID,ID,-6.267221, 106.891733,AS,False
PCB,Pondok Cabe Air Base,Jakarta,ID,ID,-6.3369598388671875, 106.76499938964844,AS,False
CGK,Soekarno-Hatta International Airport,Jakarta,ID,ID,-6.12557, 106.655998,AS,False
TKG,Radin Inten II International Airport,Bandar Lampung,ID,ID,-5.246803, 105.182531,AS,False
TFY,Muhammad Taufiq Kiemas Airport,Krui,ID,ID,-5.211562, 103.936501,AS,False
LSW,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,ID,ID,5.22668, 96.950302,AS,False
GNS,Binaka Airport,Gunungsitoli,ID,ID,1.16628, 97.704327,AS,False
AEG,Aek Godang Airport,Padang Sidempuan,ID,ID,1.4001, 99.430496,AS,False
JHN,Jenderal Besar Abdul Haris Nasution Airport,Mandailing,ID,ID,0.943995, 99.534093,AS,False
MES,Soewondo Air Force Base,Medan,ID,ID,3.558425, 98.672275,AS,False
KNO,Kualanamu International Airport,Beringin,ID,ID,3.637847, 98.870566,AS,False
DTB,Silangit Airport,Siborong-Borong,ID,ID,2.25973, 98.991898,AS,False
SIW,Sibisa Airport,Parapat-Sumatra Island,ID,ID,2.601967, 98.962381,AS,False
FLZ,Dr. Ferdinand Lumban Tobing Airport,Sibolga (Pinangsori),ID,ID,1.557127, 98.887145,AS,False
LSR,Alas Leuser Airport,Kutacane,ID,ID,3.391456, 97.863726,AS,False
TJQ,H A S Hanandjoeddin International Airport,Tanjung Pandan,ID,ID,-2.744109, 107.754535,AS,False
NPO,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,ID,ID,-0.34864, 111.746155,AS,False
KTG,Rahadi Osman Airport,Ketapang,ID,ID,-1.817165, 109.963469,AS,False
NTX,Ranai Airport,Ranai-Natuna Besar Island,ID,ID,3.90871, 108.388,AS,False
PNK,Supadio International Airport,Pontianak,ID,ID,-0.152258, 109.404493,AS,False
PSU,Pangsuma Airport,Putussibau-Borneo Island,ID,ID,0.834579, 112.940217,AS,False
SQG,Tebelian Airport,Sintang,ID,ID,-0.045214, 111.458049,AS,False
DJB,Sultan Thaha Airport,Jambi,ID,ID,-1.638685, 103.645063,AS,False
LLJ,Silampari Airport,Lubuk Linggau,ID,ID,-3.288165, 102.91449,AS,False
BUU,Muara Bungo Airport,Muara Bungo,ID,ID,-1.541635, 102.181613,AS,False
PGK,Depati Amir Airport,Pangkal Pinang,ID,ID,-2.1622, 106.139,AS,False
BKS,Fatmawati Soekarno Airport,Bengkulu,ID,ID,-3.8637, 102.338997,AS,False
PLM,Sultan Mahmud Badaruddin II Airport,Palembang,ID,ID,-2.897653, 104.698147,AS,False
PDO,Pendopo Airport,Talang Gudang-Sumatra Island,ID,ID,-3.2860701084136963, 103.87999725341797,AS,False
PDG,Minangkabau International Airport,Padang (Katapiang),ID,ID,-0.785964, 100.280384,AS,False
PXA,Atung Bungsu Airport,Bentayan,ID,ID,-4.0225, 103.379167,AS,False
TPK,Teuku Cut Ali Airport,Tapaktuan,ID,ID,3.16904, 97.288299,AS,False
MEQ,Cut Nyak Dhien Airport,Kuala Pesisir,ID,ID,4.040998, 96.253312,AS,False
LKI,Lasikin Airport,Lubang,ID,ID,2.411328, 96.327722,AS,False
TXE,Rembele Airport,Takengon,ID,ID,4.72113, 96.851943,AS,False
LSX,Lhok Sukon Airport,Lhok Sukon-Sumatra Island,ID,ID,5.06951, 97.259201,AS,False
SBG,Maimun Saleh Airport,Sabang,ID,ID,5.874668, 95.33967,AS,False
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,ID,ID,5.525087, 95.41997,AS,False
SXT,Sungai Tiang Airport,Taman Negara,MY,MY,4.330277919769287, 102.3949966430664,AS,False
MEP,Mersing Airport,Mersing,MY,MY,2.389148, 103.874183,AS,False
SWY,Sitiawan Airport,Sitiawan,MY,MY,4.2222, 100.6993,AS,False
TPG,Taiping (Tekah) Airport,Taiping,MY,MY,4.866432, 100.715381,AS,False
TOD,Tioman Airport,Tioman Island,MY,MY,2.81818, 104.160004,AS,False
AOR,Sultan Abdul Halim Airport,Alor Satar,MY,MY,6.189670085906982, 100.39800262451172,AS,False
BWH,RMAF Butterworth Air Base,Butterworth,MY,MY,5.46592, 100.390999,AS,False
KBR,Sultan Ismail Petra Airport,Kota Baharu,MY,MY,6.1668500900268555, 102.29299926757812,AS,False
KUA,Kuantan Airport,Kuantan,MY,MY,3.7753899097442627, 103.20899963378906,AS,False
KTE,Kerteh Airport,Kerteh,MY,MY,4.53722, 103.427002,AS,False
IPH,Sultan Azlan Shah Airport,Ipoh,MY,MY,4.56733, 101.091643,AS,False
JHB,Senai International Airport,Johor Bahru,MY,MY,1.64131, 103.669998,AS,False
KUL,Kuala Lumpur International Airport,Sepang,MY,MY,2.74558, 101.709999,AS,False
LGK,Langkawi International Airport,Langkawi,MY,MY,6.329730033874512, 99.72869873046875,AS,False
MKZ,Malacca International Airport,Malacca,MY,MY,2.265613, 102.252778,AS,False
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY,MY,5.3826398849487305, 103.10299682617188,AS,False
PEN,Penang International Airport,Penang,MY,MY,5.296303, 100.276185,AS,False
PKG,Pulau Pangkor Airport,Pangkor Island,MY,MY,4.244719982147217, 100.5530014038086,AS,False
RDN,LTS Pulau Redang Airport,Redang,MY,MY,5.764804, 103.004942,AS,False
SZB,Sultan Abdul Aziz Shah International Airport,Subang,MY,MY,3.13058, 101.549004,AS,False
DTR,Decatur Shores Airport,Decatur,US,US,48.500171, -122.813973,,False
SXK,Mathilda Batlayeri Airport,Saumlaki-Yamdena Island,ID,ID,-7.848354, 131.337068,AS,False
AUT,Atauro Airport,Vila,TL,TL,-8.243133, 125.606378,AS,False
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL,TL,-9.301856, 125.286302,AS,False
DIL,Presidente Nicolau Lobato International Airport,Dili,TL,TL,-8.546562, 125.524507,AS,False
BCH,Baucau Airport,Baucau,TL,TL,-8.486479, 126.399981,AS,False
MPT,Maliana Airport,Maliana,TL,TL,-8.97224, 125.214996,AS,False
OEC,Oecusse Route of the Sandalwood International Airport,Oecussi-Ambeno,TL,TL,-9.198419, 124.337873,AS,False
VIQ,Viqueque Airport,Viqueque,TL,TL,-8.88379955291748, 126.37300109863281,AS,False
SGQ,Sanggata/Sangkimah Airport,Sanggata/Sangkimah,ID,ID,0.3847, 117.543,AS,False
LBW,Yuvai Semaring Airport,Long Bawan,ID,ID,3.900495, 115.690089,AS,False
BXT,LNG Badak Airport,Bontang-Borneo Island,ID,ID,0.121656, 117.476558,AS,False
NNX,Nunukan Airport,Nunukan-Nunukan Island,ID,ID,4.134001, 117.669546,AS,False
TNB,Tanah Grogot Airport,Tanah Grogot,ID,ID,-1.885541, 116.256809,AS,False
LPU,Long Apung Airport,Long Apung-Borneo Island,ID,ID,1.706932, 114.969934,AS,False
QPG,Paya Lebar Air Base,Paya Lebar,SG,SG,1.36042, 103.910004,AS,False
TGA,Tengah Air Base,Western Water Catchment,SG,SG,1.387561, 103.708291,AS,False
WSB,Steamboat Bay Seaplane Base,Steamboat Bay,US,US,55.532662, -133.638167,,False
UGI,San Juan /Uganik/ Seaplane Base,San Juan,US,US,57.7304, -153.320999,,False
WSM,Wiseman Airport,Wiseman,US,US,67.4046020508, -150.123001099,,False
XSP,Seletar Airport,Seletar,SG,SG,1.41555, 103.86673,AS,False
SIN,Singapore Changi Airport,Singapore,SG,SG,1.35019, 103.994003,AS,False
GWV,Glendale Fokker Field,Glendale,US,US,39.948699951200005, -80.7594985962,,False
WZQ,Urad Middle Banner Airport,Urad Middle Banner,CN,CN,41.460289, 108.539085,AS,False
MPB,Miami Seaplane Base,Miami,US,US,25.783075, -80.177545,,False
XBB,Blubber Bay Seaplane Base,Blubber Bay,CA,CA,49.793958, -124.621064,,False
XIG,Xinguara Municipal Airport,Xinguara,BR,BR,-7.0906, -49.9765,SA,False
XMA,Maramag Airport,Maramag,PH,PH,7.7538, 125.0333,AS,False
XRQ,New Barag Right Banner Baogede Airport,New Barag Right Banner,CN,CN,48.575585, 116.939382,AS,False
XZM,Macau Heliport at Outer Harbour Ferry Terminal,Sé,MO,MO,22.196242, 113.55936,AS,False
UKN,Waukon Municipal Airport,Waukon,US,US,43.280498504639, -91.469497680664,,False
ALH,Albany Airport,Albany,AU,AU,-34.943333, 117.808889,OC,False
ABG,Abingdon Downs Airport,Abingdon Downs,AU,AU,-17.608814, 143.183531,OC,False
AWN,Alton Downs Airport,,AU,AU,-26.488959, 139.259906,OC,False
AUD,Augustus Downs Airport,,AU,AU,-18.5087, 139.882084,OC,False
YAJ,Lyall Harbour Seaplane Base,Saturna Island,CA,CA,48.795274, -123.181801,,False
MRP,Marla Airport,Marla,AU,AU,-27.334298, 133.627696,OC,False
AXL,Alexandria Homestead Airport,,AU,AU,-19.060199737548828, 136.7100067138672,OC,False
AXC,Aramac Airport,,AU,AU,-22.95788, 145.249504,OC,False
ADO,Andamooka Airport,Andamooka,AU,AU,-30.438299, 137.136993,OC,False
AMX,Ammaroo Airport,,AU,AU,-21.738300323486328, 135.24200439453125,OC,False
AMT,Amata Airport,,AU,AU,-26.097363, 131.202732,OC,False
WLP,West Angelas Airport,,AU,AU,-23.1355555556, 118.707222222,OC,False
AYL,Anthony Lagoon Airport,,AU,AU,-18.018079031, 135.535068512,OC,False
ABH,Alpha Airport,Alpha,AU,AU,-23.652849, 146.582668,OC,False
YAQ,Maple Bay Seaplane Base,Maple Bay,CA,CA,48.8167, -123.6084,,False
ARY,Ararat Airport,Ararat,AU,AU,-37.309978, 142.988688,OC,False
GYL,Argyle Airport,,AU,AU,-16.636944, 128.451389,OC,False
ARM,Armidale Airport,Armidale,AU,AU,-30.528099060099997, 151.617004395,OC,False
AAB,Arrabury Airport,Tanbar,AU,AU,-26.69639, 141.048718,OC,False
AUU,Aurukun Airport,Aurukun,AU,AU,-13.354019, 141.720028,OC,False
AWP,Austral Downs Airport,,AU,AU,-20.5, 137.75,OC,False
AVG,Auvergne Airport,Auvergne Station,AU,AU,-15.690555, 130.008818,OC,False
AYQ,Ayers Rock Connellan Airport,Yulara,AU,AU,-25.185913, 130.97703,OC,False
AYR,Ayr Airport,Ayr,AU,AU,-19.595832, 147.324495,OC,False
MBN,Mount Barnett Airport,Wunaamin Miliwundi Ranges,AU,AU,-16.741453, 125.905608,OC,False
BCI,Barcaldine Airport,Barcaldine,AU,AU,-23.566268, 145.302086,OC,False
ASP,Alice Springs Airport,Alice Springs,AU,AU,-23.806588, 133.903427,OC,False
BDD,Badu Island Airport,Badu Island,AU,AU,-10.14955, 142.173665,OC,False
BKP,Barkly Downs Airport,,AU,AU,-20.4958333333, 138.474722222,OC,False
BNE,Brisbane International Airport,Brisbane,AU,AU,-27.384199142456055, 153.11700439453125,OC,False
OOL,Gold Coast Airport,Gold Coast,AU,AU,-28.165962, 153.506641,OC,False
BKQ,Blackall Airport,Blackall,AU,AU,-24.431678, 145.429716,OC,False
CNS,Cairns International Airport,Cairns,AU,AU,-16.878921, 145.74948,OC,False
CTL,Charleville Airport,Charleville,AU,AU,-26.4132995605, 146.261993408,OC,False
BDW,Bedford Downs Airport,,AU,AU,-17.286699295, 127.462997437,OC,False
BXG,Bendigo Airport,,AU,AU,-36.739399, 144.330002,OC,False
BVI,Birdsville Airport,,AU,AU,-25.897499084472656, 139.34800720214844,OC,False
BXF,Bellburn Airstrip,Pumululu National Park,AU,AU,-17.545, 128.305,OC,False
BTX,Betoota Airport,,AU,AU,-25.694791, 140.738339,OC,False
BEE,Beagle Bay Airport,Dampier Peninsula,AU,AU,-17.0165, 122.6464,OC,False
OCM,Boolgeeda,,AU,AU,-22.541111, 117.269444,OC,False
BQW,Balgo Hill Airport,Balgo,AU,AU,-20.148333, 127.973889,OC,False
YBH,Bull Harbour Water Aerodrome,Bull Harbour,CA,CA,50.9179, -127.9372,,False
BHQ,Broken Hill Airport,Broken Hill,AU,AU,-32.0013999939, 141.472000122,OC,False
HTI,Hamilton Island Airport,Hamilton Island,AU,AU,-20.3581008911, 148.95199585,OC,False
BEU,Bedourie Airport,Bedourie,AU,AU,-24.3461, 139.460007,OC,False
BIW,Billiluna Airport,,AU,AU,-19.566699981699998, 127.666999817,OC,False
BZP,Bizant Airport,Lakefield National Park,AU,AU,-14.7402777778, 144.119444444,OC,False
YBJ,Baie-Johan-Beetz Water Aerodrome,Baie-Johan-Beetz,CA,CA,50.283745, -62.81004,,False
BRK,Bourke Airport,,AU,AU,-30.039199829101562, 145.95199584960938,OC,False
BUC,Burketown Airport,,AU,AU,-17.748600006103516, 139.53399658203125,OC,False
BLN,Benalla Airport,Benalla,AU,AU,-36.551899, 146.007004,OC,False
LCN,Balcanoona Airport,,AU,AU,-30.535, 139.337006,OC,False
ZBL,Biloela Airport,Biloela,AU,AU,-24.320816, 150.509627,OC,False
BLS,Bollon Airport,,AU,AU,-28.051247, 147.481799,OC,False
BQB,Busselton Margaret River Regional Airport,Busselton,AU,AU,-33.687222, 115.400278,OC,False
ISA,Mount Isa Airport,Mount Isa,AU,AU,-20.66638, 139.488468,OC,False
BFC,Bloomfield River Airport,,AU,AU,-15.8736000061, 145.330001831,OC,False
MKY,Mackay Airport,Mackay,AU,AU,-21.170816, 149.182588,OC,False
BNK,Ballina Byron Gateway Airport,Ballina,AU,AU,-28.833236, 153.561471,OC,False
BSJ,Bairnsdale Airport,Bairnsdale,AU,AU,-37.887539, 147.569379,OC,False
GIC,Boigu Island Airport,Boigu Island,AU,AU,-9.23278, 142.218002,OC,False
OKY,Oakey Army Aviation Centre,,AU,AU,-27.409262, 151.736727,OC,False
BQL,Boulia Airport,,AU,AU,-22.913299560546875, 139.89999389648438,OC,False
BMP,Brampton Island Airport,,AU,AU,-20.804633, 149.279931,OC,False
KAH,"Melbourne Heliport, Batman Park",Melbourne,AU,AU,-37.822272, 144.956789,OC,False
PPP,Proserpine Whitsunday Coast Airport,Proserpine,AU,AU,-20.494416, 148.553583,OC,False
YBQ,Telegraph Harbour Seaplane Base,Thetis Island,CA,CA,48.97, -123.664,,False
ROK,Rockhampton Airport,Rockhampton,AU,AU,-23.380019, 150.475359,OC,False
BOX,Borroloola Airport,,AU,AU,-16.0753, 136.302002,OC,False
BME,Broome International Airport,Broome,AU,AU,-17.949194, 122.2283,OC,False
BZD,Balranald Airport,,AU,AU,-34.624834, 143.577114,OC,False
BTD,Brunette Downs Airport,,AU,AU,-18.637472, 135.938355,OC,False
BWQ,Brewarrina Airport,,AU,AU,-29.975792, 146.81438,OC,False
BYP,Barimunya Airport,,AU,AU,-22.673889, 119.166111,OC,False
MCY,Sunshine Coast Airport,Maroochydore,AU,AU,-26.593324, 153.08319,OC,False
BHS,Bathurst Airport,Bathurst,AU,AU,-33.406817, 149.651161,OC,False
BRT,Bathurst Island Airport,Wurrumiyanga,AU,AU,-11.764966, 130.615774,OC,False
TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU,AU,-19.252904, 146.766512,OC,False
BLT,Blackwater Airport,,AU,AU,-23.6031, 148.807007,OC,False
BVW,Batavia Downs Airport,,AU,AU,-12.6592, 142.675003,OC,False
BDB,Bundaberg Airport,Bundaberg,AU,AU,-24.905039, 152.322612,OC,False
BUY,Bunbury Airport,,AU,AU,-33.378056, 115.676944,OC,False
BIP,Bulimba Airport,,AU,AU,-16.8808002472, 143.479003906,OC,False
ZBO,Bowen Airport,Bowen,AU,AU,-20.017999, 148.215245,OC,False
WEI,Weipa Airport,Weipa,AU,AU,-12.677493, 141.922618,OC,False
BCK,Bolwarra Airport,,AU,AU,-17.388299942, 144.169006348,OC,False
WTB,Toowoomba Wellcamp Airport,Toowoomba,AU,AU,-27.558332, 151.793335,OC,False
BWB,Barrow Island Airport,,AU,AU,-20.864444, 115.406111,OC,False
BVZ,Beverley Springs Airport,Wunaamin Miliwundi Ranges,AU,AU,-16.732756, 125.439105,OC,False
CTR,Cattle Creek Airport,,AU,AU,-17.607000351, 131.548995972,OC,False
CGV,Caiguna Airport,,AU,AU,-32.280457, 125.477943,OC,False
CLH,Coolah Airport,,AU,AU,-31.773864, 149.615322,OC,False
CVQ,Carnarvon Airport,Carnarvon,AU,AU,-24.884337, 113.666393,OC,False
CSI,Casino Airport,,AU,AU,-28.881304, 153.060724,OC,False
CAZ,Cobar Airport,,AU,AU,-31.538299560546875, 145.79400634765625,OC,False
COJ,Coonabarabran Airport,,AU,AU,-31.3325, 149.266998,OC,False
CBY,Canobie Airport,Canobie,AU,AU,-19.479400634799998, 140.927001953,OC,False
CBI,Cape Barren Island Airport,Cape Barren Island,AU,AU,-40.390537, 148.016933,OC,False
CPD,Coober Pedy Airport,Coober Pedy,AU,AU,-29.038312, 134.722166,OC,False
CRB,Collarenebri Airport,,AU,AU,-29.523239, 148.578243,OC,False
CCL,Chinchilla Airport,Chinchilla,AU,AU,-26.771947, 150.617571,OC,False
CNC,Coconut Island Airport,,AU,AU,-10.050139, 143.070007,OC,False
CNJ,Cloncurry Airport,Cloncurry,AU,AU,-20.668600082399998, 140.503997803,OC,False
CBX,Condobolin Airport,,AU,AU,-33.06565, 147.21316,OC,False
CUD,Caloundra Airport,Caloundra,AU,AU,-26.80336, 153.104975,OC,False
CED,Ceduna Airport,,AU,AU,-32.13059997558594, 133.7100067138672,OC,False
CVC,Cleve Airport,,AU,AU,-33.709702, 136.505005,OC,False
YCF,Cortes Bay Water Aerodrome,Cortes Bay,CA,CA,50.063, -124.930002,,False
CFI,Camfield Airport,,AU,AU,-17.021699905395508, 131.32699584960938,OC,False
CFH,Clifton Hills Airport,Clifton Hills,AU,AU,-27.018299, 138.891998,OC,False
CQP,Cape Flattery Airport,,AU,AU,-14.970832, 145.311667,OC,False
CFS,Coffs Harbour Airport,Coffs Harbour,AU,AU,-30.320601, 153.115997,OC,False
LLG,Chillagoe Airport,Chillagoe,AU,AU,-17.138386, 144.528494,OC,False
CRH,Cherrabah Airport,Cherrabah Homestead Resort,AU,AU,-28.4301, 152.08895,OC,False
CKW,Christmas Creek Airport,Christmas Creek Mine,AU,AU,-22.354302, 119.642603,OC,False
